id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
2653,Niang Guan Jun (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,8,"2006, June",2006
2654,Lucian Crawley (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,8,"1969, March",1969
2655,Michael Morice (New Earth),Secret Identity,Good Characters,Brown Eyes,White Hair,Living Characters,8,1989,1989
2656,Rama Khan (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Deceased Characters,8,"2002, March",2002
2657,Savitar Bandu (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,8,"1995, February",1995
2658,Dodger (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,8,"2008, June",2008
2659,Daniel Tran (New Earth),Unknown,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,8,"2002, December",2002
2660,Trang Jones (New Earth),Unknown,Good Characters,Brown Eyes,Black Hair,Living Characters,8,"2008, July",2008
2661,Gary DeVries (New Earth),Unknown,Good Characters,Brown Eyes,Black Hair,Living Characters,8,"1989, February",1989
2662,John Mercado (New Earth),Unknown,Good Characters,Brown Eyes,Brown Hair,Living Characters,8,"2004, February",2004
2663,Anaya (New Earth),Unknown,Good Characters,Brown Eyes,Brown Hair,Living Characters,8,"2001, May",2001
2664,Myra Allen (New Earth),Unknown,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,8,"1991, August",1991
2665,George Flannery (New Earth),Unknown,Good Characters,Brown Eyes,Brown Hair,Living Characters,8,"1988, August",1988
2666,McCaffrey (New Earth),Unknown,Good Characters,Brown Eyes,White Hair,Deceased Characters,8,"2003, March",2003
2667,Joshua Hamman (New Earth),Unknown,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,8,"1999, August",1999
2668,Misa (New Earth),Public Identity,Bad Characters,Green Eyes,Blond Hair,Living Characters,8,"1996, September",1996
2669,Ugg-I (New Earth),Public Identity,Bad Characters,Green Eyes,Unknown or None,Deceased Characters,8,"2008, July",2008
2670,Kancer (New Earth),Public Identity,Bad Characters,Green Eyes,Unknown or None,Living Characters,8,"2001, May",2001
2671,Margaret Mahoney (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,8,"2010, August",2010
2672,Amanda Turner (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Living Characters,8,"2006, September",2006
2673,Triton (New Earth),Public Identity,Neutral Characters,Green Eyes,White Hair,Living Characters,8,"1995, July",1995
2674,Lionel Luthor (New Earth),Public Identity,Unknown or None,Green Eyes,Brown Hair,Living Characters,8,"2007, September",2007
2675,Doctor Cyclops (New Earth),Secret Identity,Bad Characters,Green Eyes,Grey Hair,Living Characters,8,"1967, January",1967
2676,Marschall Saber (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,8,"1984, April",1984
2677,Kitty Kumbata (New Earth),Unknown,Bad Characters,Green Eyes,Black Hair,Living Characters,8,"2004, July",2004
2678,Lani Gilbert (New Earth),Unknown,Bad Characters,Green Eyes,Red Hair,Living Characters,8,"1982, September",1982
2679,Lacey Van Horn (New Earth),Unknown,Neutral Characters,Green Eyes,Red Hair,Living Characters,8,"1994, May",1994
2680,Duel Eknham (New Earth),Public Identity,Bad Characters,Grey Eyes,Black Hair,Deceased Characters,8,"2008, June",2008
2681,Kho Kharhi (New Earth),Public Identity,Good Characters,Grey Eyes,Black Hair,Living Characters,8,"2008, May",2008
2682,RRU-9-2 (New Earth),Public Identity,Good Characters,Photocellular Eyes,Unknown or None,Living Characters,8,"1993, August",1993
2683,Clifford Steele Doppelganger (New Earth),Secret Identity,Good Characters,Photocellular Eyes,Unknown or None,Living Characters,8,"2001, December",2001
2684,Thrust (New Earth),Unknown,Neutral Characters,Pink Eyes,Blond Hair,Living Characters,8,1992,1992
2685,Paul Sloan (New Earth),Public Identity,Bad Characters,Red Eyes,Unknown or None,Living Characters,8,"1987, November",1987
2686,Construct (New Earth),Public Identity,Bad Characters,Red Eyes,Unknown or None,Living Characters,8,"1977, May",1977
2687,William Kavanagh (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Deceased Characters,8,"1993, November",1993
2688,Sparta (New Earth),Secret Identity,Neutral Characters,Red Eyes,Orange Hair,Deceased Characters,8,"1989, January",1989
2689,Herbert Hynde (New Earth),Unknown,Bad Characters,Red Eyes,Grey Hair,Living Characters,8,"1983, November",1983
2690,Narkran (New Earth),Public Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,8,"1968, October",1968
2691,Toyboy (New Earth),Public Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,8,"2006, May",2006
2692,Alexandra Kosov (New Earth),Public Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,8,"2004, October",2004
2693,Mary Frances Cassidy (New Earth),Public Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,8,"1986, March",1986
2694,Peter Pauling (New Earth),Public Identity,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,8,"1981, November",1981
2695,"Pasquale Galante, Jr. (New Earth)",Public Identity,Bad Characters,Unknown or None,Silver Hair,Deceased Characters,8,"2000, June",2000
2696,Khaji Kai (Prime Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"2011, November",2011
2697,Titan II (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1998, December",1998
2698,Drrt (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1996, September",1996
2699,Red Death (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1996, September",1996
2700,Whoon (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1996, September",1996
2701,Thomas Manchester (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1995, June",1995
2702,Hatshephut II (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,,8,"1992, November",1992
2703,Derek Tolliver (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1987, October",1987
2704,Gat Benson (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1940, February",1940
2705,Walter Pratt (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,8,"2005, March",2005
2706,Claudius Tull (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,8,"1984, October",1984
2707,Ramon Solomano (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,8,"1941, December",1941
2708,Deborah Marlow (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,8,"2009, October",2009
2709,Daniel Temple (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,8,"2000, November",2000
2710,Chidi (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,8,"1994, November",1994
2711,Charles Rowland (Vertigo Universe),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,8,"1991, April",1991
2712,Taj-Ze (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,8,"1969, February",1969
2713,Kuan Ti (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,8,,
2714,Henry Hayes (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,8,"1989, October",1989
2715,Johnny Blake (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,8,"1964, February",1964
2716,Helmond Kettering (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"2006, August",2006
2717,Henri Doucette (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"2006, June",2006
2718,Helen Angelico (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"2000, June",2000
2719,Sasha Martens (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"1997, October",1997
2720,Buck Wargo (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"1994, July",1994
2721,Vladimir Morakov (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"1989, December",1989
2722,Joseph Richani (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"1985, February",1985
2723,Yango (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"1970, October",1970
2724,John Kennedy (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"1961, May",1961
2725,Gabby the Monkey (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"1941, April",1941
2726,Martin Campbell (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,8,"2006, August",2006
2727,Sierra (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,8,"2006, October",2006
2728,Scott Sawyer (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,8,"1998, December",1998
2729,Red Bailey (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1995, December",1995
2730,Gawain (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,8,"1936, September",1936
2731,Richard Mission (New Earth),Public Identity,Neutral Characters,Unknown or None,Brown Hair,Living Characters,8,"1991, December",1991
2732,Richard Simpson (New Earth),Public Identity,Neutral Characters,Unknown or None,Brown Hair,Living Characters,8,"1988, July",1988
2733,George Yedziniak (New Earth),Public Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,8,"1989, July",1989
2734,Jordanna Spence (New Earth),Public Identity,Unknown or None,Unknown or None,Black Hair,Living Characters,8,"2009, November",2009
2735,Maria Amardosa (New Earth),Public Identity,Unknown or None,Unknown or None,Black Hair,Living Characters,8,"2008, December",2008
2736,Jebediah Kent (New Earth),Public Identity,Unknown or None,Unknown or None,Blond Hair,Deceased Characters,8,"1997, August",1997
2737,Emmett Vale (New Earth),Public Identity,Unknown or None,Unknown or None,Grey Hair,Living Characters,8,"1986, October",1986
2738,Blue Moon (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,8,"2006, January",2006
2739,Heatmonger (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,8,"1994, March",1994
2740,Maduvu (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,8,"2008, January",2008
2741,Remington Cord (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,8,"1968, August",1968
2742,Alexandra Allston (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"2004, September",2004
2743,Marauder II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8,"2004, December",2004
2744,Justin Quinn (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"2002, December",2002
2745,Grokk (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1998, August",1998
2746,Nosferata (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1998, April",1998
2747,Vault (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1997, April",1997
2748,Hatchet (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1996, July",1996
2749,Kerry Austin (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1982, February",1982
2750,Brute of the Dreaming (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1974, December",1974
2751,Glob of the Dreaming (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1974, December",1974
2752,Seneca (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,8,"1994, April",1994
2753,Joe Public (New Earth),Secret Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,8,"1993, June",1993
2754,Derek Bradbourne (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8,"1992, December",1992
2755,"Paul Patten, Jr. (New Earth)",Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,8,"2010, May",2010
2756,Infinity (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,8,"2008, March",2008
2757,Salah Miandad (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,8,"2008, February",2008
2758,Tezumak (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,8,"2002, July",2002
2759,Jean de Baton-Baton (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1997, September",1997
2760,Reginald Hackman (New Earth),Secret Identity,Neutral Characters,Unknown or None,Black Hair,Living Characters,8,1993,1993
2761,Antoine (New Earth),Secret Identity,Neutral Characters,Unknown or None,Black Hair,Living Characters,8,"1992, October",1992
2762,Judson Caspian (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1987, June",1987
2763,Crusader (New Earth),Secret Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,8,"2010, September",2010
2764,Dean Mayland (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,8,"2006, September",2006
2765,Bug Baron (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,8,"1966, December",1966
2766,Zobar Zodiak (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,8,"1948, August",1948
2767,Matthew Stuart (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,8,"1998, August",1998
2768,Vernon Wells (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,8,1990,1990
2769,Sheila Haywood (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,8,"1988, December",1988
2770,Moxie Mannheim (New Earth),Unknown,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,8,"1994, November",1994
2771,Mister Esper (Earth-One),Unknown,Bad Characters,Unknown or None,Brown Hair,Living Characters,8,"1966, June",1966
2772,Death Angel (New Earth),Unknown,Bad Characters,Unknown or None,Purple Hair,Living Characters,8,"1993, August",1993
2773,Derrick Coe (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"2005, December",2005
2774,King of Tears (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8,"2000, May",2000
2775,Mageddon (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1998, February",1998
2776,Barin (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1993, December",1993
2777,Venev (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1993, August",1993
2778,Speed Queen (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8,"1991, February",1991
2779,Psi-Phon (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8,"1988, July",1988
